Optimizer,Activation,Loss,Accuracy
Adadelta,relu,mean_absolute_percentage_error,0.3333333333404905
RMSprop,elu,hinge,0.3294908741737763
Adadelta,linear,mean_absolute_percentage_error,0.32660902978621575
Adagrad,selu,kullback_leibler_divergence,0.3246878002207515
Adadelta,elu,mean_absolute_percentage_error,0.3227665706123445
RMSprop,relu,kullback_leibler_divergence,0.3208453410254088
RMSprop,selu,hinge,0.3198847262963552
RMSprop,relu,mean_absolute_percentage_error,0.3160422670580697
RMSprop,linear,kullback_leibler_divergence,0.31219980788419843
RMSprop,selu,kullback_leibler_divergence,0.31123919315514487
Adagrad,exponential,hinge,0.30355427507937355
RMSprop,elu,kullback_leibler_divergence,0.30259365994952026
RMSprop,softplus,mean_absolute_percentage_error,0.29682997138195605
RMSprop,exponential,kullback_leibler_divergence,0.29682997118871335
SGD,linear,mean_absolute_percentage_error,0.2958693564596598
RMSprop,elu,mean_absolute_percentage_error,0.2958693564596598
RMSprop,softplus,kullback_leibler_divergence,0.2958693564596598
RMSprop,linear,mean_absolute_percentage_error,0.2958693564596598
RMSprop,selu,mean_absolute_percentage_error,0.2929875122080848
RMSprop,softplus,hinge,0.2929875120792563
Adagrad,selu,squared_hinge,0.2901056676988528
RMSprop,exponential,mean_absolute_percentage_error,0.289145052905385
Nadam,relu,squared_hinge,0.289145052905385
SGD,relu,mean_absolute_percentage_error,0.2881844381119172
SGD,selu,mean_absolute_percentage_error,0.2881844381119172
SGD,softplus,mean_absolute_percentage_error,0.2881844381119172
SGD,softplus,squared_hinge,0.2881844381119172
SGD,softplus,hinge,0.2881844381119172
SGD,tanh,mean_absolute_percentage_error,0.2881844381119172
SGD,sigmoid,mean_squared_error,0.2881844381119172
SGD,sigmoid,mean_absolute_percentage_error,0.2881844381119172
SGD,sigmoid,mean_squared_logarithmic_error,0.2881844381119172
SGD,hard_sigmoid,mean_absolute_error,0.2881844381119172
SGD,hard_sigmoid,mean_absolute_percentage_error,0.2881844381119172
SGD,hard_sigmoid,mean_squared_logarithmic_error,0.2881844381119172
SGD,hard_sigmoid,squared_hinge,0.2881844381119172
SGD,exponential,mean_absolute_percentage_error,0.2881844381119172
SGD,exponential,hinge,0.2881844381119172
SGD,exponential,cosine_proximity,0.2881844381119172
RMSprop,softplus,squared_hinge,0.2881844381119172
RMSprop,sigmoid,squared_hinge,0.2881844381119172
RMSprop,hard_sigmoid,kullback_leibler_divergence,0.2881844381119172
RMSprop,exponential,hinge,0.2881844381119172
RMSprop,exponential,categorical_hinge,0.2881844381119172
Adagrad,relu,mean_absolute_percentage_error,0.2881844381119172
Adagrad,softplus,squared_hinge,0.2881844381119172
Adagrad,softplus,kullback_leibler_divergence,0.2881844381119172
Adagrad,sigmoid,kullback_leibler_divergence,0.2881844381119172
Adagrad,hard_sigmoid,hinge,0.2881844381119172
Adagrad,hard_sigmoid,kullback_leibler_divergence,0.2881844381119172
Adagrad,exponential,mean_absolute_percentage_error,0.2881844381119172
Adadelta,selu,hinge,0.2881844381119172
Adadelta,softplus,kullback_leibler_divergence,0.2881844381119172
Adadelta,sigmoid,hinge,0.2881844381119172
Adadelta,sigmoid,kullback_leibler_divergence,0.2881844381119172
Adadelta,exponential,mean_absolute_percentage_error,0.2881844381119172
Adadelta,exponential,categorical_crossentropy,0.2881844381119172
Adam,elu,kullback_leibler_divergence,0.2881844381119172
Adam,relu,kullback_leibler_divergence,0.2881844381119172
Adam,softplus,squared_hinge,0.2881844381119172
Adam,softplus,hinge,0.2881844381119172
Adam,sigmoid,hinge,0.2881844381119172
Adam,sigmoid,kullback_leibler_divergence,0.2881844381119172
Adam,hard_sigmoid,mean_absolute_percentage_error,0.2881844381119172
Adam,exponential,mean_absolute_percentage_error,0.2881844381119172
Adam,exponential,squared_hinge,0.2881844381119172
Adamax,relu,mean_absolute_percentage_error,0.2881844381119172
Adamax,selu,hinge,0.2881844381119172
Adamax,sigmoid,mean_absolute_percentage_error,0.2881844381119172
Adamax,hard_sigmoid,kullback_leibler_divergence,0.2881844381119172
Adamax,exponential,mean_absolute_percentage_error,0.2881844381119172
Adamax,exponential,hinge,0.2881844381119172
Adamax,exponential,kullback_leibler_divergence,0.2881844381119172
Adamax,linear,squared_hinge,0.2881844381119172
Nadam,elu,kullback_leibler_divergence,0.2881844381119172
Nadam,tanh,squared_hinge,0.2881844381119172
Nadam,sigmoid,kullback_leibler_divergence,0.2881844381119172
Nadam,exponential,mean_absolute_percentage_error,0.2881844381119172
Nadam,exponential,squared_hinge,0.2881844381119172
Nadam,linear,mean_absolute_percentage_error,0.2881844381119172
Nadam,linear,hinge,0.2881844381119172
Nadam,linear,kullback_leibler_divergence,0.2881844381119172
RMSprop,linear,hinge,0.2881844380546601
SGD,elu,mean_absolute_percentage_error,0.28722382331844937
RMSprop,exponential,mean_absolute_error,0.28626320852498155
Adamax,exponential,categorical_hinge,0.28626320852498155
Adadelta,selu,mean_absolute_percentage_error,0.28530259386034224
Adamax,elu,mean_absolute_percentage_error,0.2814601345003854
RMSprop,relu,hinge,0.28049951976417464
Nadam,selu,mean_absolute_percentage_error,0.27185398669453564
Adagrad,elu,mean_absolute_error,0.26801152752066437
Adadelta,exponential,kullback_leibler_divergence,0.2632084535533253
Adagrad,selu,hinge,0.24687800237928642
Adagrad,selu,mean_absolute_percentage_error,0.2439961576839689
SGD,exponential,kullback_leibler_divergence,0.24303554320541515
SGD,linear,logcosh,0.24303554320541515
RMSprop,tanh,squared_hinge,0.24303554320541515
RMSprop,tanh,hinge,0.24303554320541515
RMSprop,tanh,kullback_leibler_divergence,0.24303554320541515
RMSprop,sigmoid,hinge,0.24303554320541515
RMSprop,hard_sigmoid,mean_absolute_percentage_error,0.24303554320541515
RMSprop,hard_sigmoid,squared_hinge,0.24303554320541515
RMSprop,linear,squared_hinge,0.24303554320541515
Adagrad,elu,hinge,0.24303554320541515
Adagrad,softplus,hinge,0.24303554320541515
Adagrad,tanh,mean_absolute_percentage_error,0.24303554320541515
Adagrad,sigmoid,squared_hinge,0.24303554320541515
Adagrad,exponential,squared_hinge,0.24303554320541515
Adagrad,exponential,kullback_leibler_divergence,0.24303554320541515
Adadelta,tanh,mean_absolute_percentage_error,0.24303554320541515
Adadelta,sigmoid,mean_absolute_percentage_error,0.24303554320541515
Adadelta,hard_sigmoid,mean_absolute_percentage_error,0.24303554320541515
Adadelta,hard_sigmoid,categorical_hinge,0.24303554320541515
Adadelta,exponential,hinge,0.24303554320541515
Adam,elu,squared_hinge,0.24303554320541515
Adam,relu,squared_hinge,0.24303554320541515
Adam,softplus,kullback_leibler_divergence,0.24303554320541515
Adam,tanh,kullback_leibler_divergence,0.24303554320541515
Adam,sigmoid,squared_hinge,0.24303554320541515
Adamax,softplus,hinge,0.24303554320541515
Adamax,sigmoid,kullback_leibler_divergence,0.24303554320541515
Adamax,exponential,squared_hinge,0.24303554320541515
Adamax,linear,kullback_leibler_divergence,0.24303554320541515
Nadam,relu,hinge,0.24303554320541515
Nadam,selu,squared_hinge,0.24303554320541515
Nadam,tanh,mean_absolute_percentage_error,0.24303554320541515
Nadam,sigmoid,hinge,0.24303554320541515
Nadam,hard_sigmoid,mean_absolute_percentage_error,0.24303554320541515
Nadam,hard_sigmoid,squared_hinge,0.24303554320541515
Nadam,hard_sigmoid,hinge,0.24303554320541515
Nadam,hard_sigmoid,kullback_leibler_divergence,0.24303554320541515
Nadam,exponential,kullback_leibler_divergence,0.24303554320541515
